Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002-2003,Michael Bradley\bradlmi01,PF,23,TOR,67,11,1314,151,314,0.481,1,6,0.167,150,308,0.487,0.482,35,67,0.522,162,247,409,67,16,32,76,125,338
2002-2003,Shawn Bradley\bradlsh01,C,30,DAL,81,39,1731,201,375,0.536,0,1,0,201,374,0.537,0.536,141,175,0.806,151,325,476,54,65,170,67,242,543
2002-2003,Elton Brand\brandel01,PF,23,LAC,62,61,2454,451,899,0.502,0,1,0,451,898,0.502,0.502,244,356,0.685,283,420,703,157,71,158,161,204,1146
2002-2003,J.R. Bremer\bremejr01,PG,22,BOS,64,41,1503,171,464,0.369,101,286,0.353,70,178,0.393,0.477,85,111,0.766,18,127,145,164,38,3,59,80,528
2002-2003,Jamison Brewer\breweja01,PG,22,IND,10,0,80,9,17,0.529,0,2,0,9,15,0.6,0.529,4,9,0.444,5,4,9,18,2,1,6,11,22
2002-2003,Primoz Brezec\brezepr01,C,23,IND,22,1,111,15,38,0.395,0,1,0,15,37,0.405,0.395,12,20,0.6,13,10,23,4,2,4,7,16,42
2002-2003,Damone Brown\brownda02,PF,23,TOR,5,3,115,11,35,0.314,0,2,0,11,33,0.333,0.314,6,8,0.75,3,12,15,3,1,0,6,14,28
2002-2003,Devin Brown\brownde02,SG,24,TOT,10,2,93,12,35,0.343,0,1,0,12,34,0.353,0.343,6,8,0.75,8,10,18,7,4,1,9,14,30
2002-2003,Devin Brown\brownde02,SG,24,SAS,7,0,22,5,10,0.5,0,0,,5,10,0.5,0.5,2,2,1,4,3,7,2,0,0,5,3,12
2002-2003,Devin Brown\brownde02,SG,24,DEN,3,2,71,7,25,0.28,0,1,0,7,24,0.292,0.28,4,6,0.667,4,7,11,5,4,1,4,11,18
2002-2003,Kedrick Brown\brownke01,SF,21,BOS,51,5,666,61,171,0.357,3,39,0.077,58,132,0.439,0.365,20,32,0.625,45,95,140,20,34,13,23,68,145
2002-2003,Kwame Brown\brownkw01,C,20,WAS,80,20,1773,224,502,0.446,0,3,0,224,499,0.449,0.446,145,217,0.668,128,298,426,58,50,80,110,159,593
2002-2003,P.J. Brown\brownpj01,PF,33,NOH,78,78,2609,319,601,0.531,0,3,0,319,598,0.533,0.531,194,232,0.836,243,458,701,147,67,80,98,203,832
2002-2003,Randy Brown\brownra02,PG,34,PHO,32,0,262,16,43,0.372,0,0,,16,43,0.372,0.372,9,12,0.75,3,23,26,35,17,2,17,36,41
2002-2003,Tierre Brown\brownti01,PG,23,CLE,15,0,168,27,59,0.458,0,1,0,27,58,0.466,0.458,11,14,0.786,8,22,30,39,13,0,22,9,65
2002-2003,Rick Brunson\brunsri01,PG,30,CHI,17,0,196,23,50,0.46,4,6,0.667,19,44,0.432,0.5,10,12,0.833,4,15,19,36,10,3,17,20,60
2002-2003,Kobe Bryant\bryanko01,SG,24,LAL,82,82,3401,868,1924,0.451,124,324,0.383,744,1600,0.465,0.483,601,713,0.843,106,458,564,481,181,67,288,218,2461
2002-2003,Mark Bryant\bryanma01,PF,37,TOT,16,0,100,5,19,0.263,0,0,,5,19,0.263,0.263,3,4,0.75,8,12,20,4,1,1,7,18,13
2002-2003,Mark Bryant\bryanma01,PF,37,PHI,11,0,77,5,17,0.294,0,0,,5,17,0.294,0.294,2,2,1,7,9,16,1,1,1,5,12,12
2002-2003,Mark Bryant\bryanma01,PF,37,DEN,3,0,14,0,1,0,0,0,,0,1,0,0,1,2,0.5,1,1,2,2,0,0,2,4,1
2002-2003,Mark Bryant\bryanma01,PF,37,BOS,2,0,9,0,1,0,0,0,,0,1,0,0,0,0,,0,2,2,1,0,0,0,2,0
2002-2003,Greg Buckner\buckngr01,SG,26,PHI,75,5,1514,185,398,0.465,15,55,0.273,170,343,0.496,0.484,65,81,0.802,72,144,216,96,72,16,62,203,450
2002-2003,Pat Burke\burkepa01,C,29,ORL,62,8,783,113,296,0.382,1,7,0.143,112,289,0.388,0.383,40,58,0.69,57,89,146,23,19,25,47,99,267
2002-2003,Caron Butler\butleca01,SF,22,MIA,78,78,2858,429,1032,0.416,34,107,0.318,395,925,0.427,0.432,309,375,0.824,135,262,397,213,137,31,192,230,1201
2002-2003,Rasual Butler\butlera01,SG,23,MIA,72,28,1514,207,572,0.362,50,171,0.292,157,401,0.392,0.406,76,104,0.731,29,157,186,93,21,43,77,105,540
2002-2003,Jason Caffey\caffeja01,PF,29,MIL,51,16,894,113,248,0.456,0,0,,113,248,0.456,0.456,69,106,0.651,68,108,176,38,19,15,56,122,295
2002-2003,Marcus Camby\cambyma01,C,28,DEN,29,9,616,93,227,0.41,2,5,0.4,91,222,0.41,0.414,33,50,0.66,75,133,208,47,20,40,27,69,221
2002-2003,Elden Campbell\campbel01,C,34,TOT,56,1,869,117,295,0.397,0,1,0,117,294,0.398,0.397,109,136,0.801,47,134,181,51,33,39,50,129,343
2002-2003,Elden Campbell\campbel01,C,34,NOH,41,1,685,101,247,0.409,0,1,0,101,246,0.411,0.409,93,115,0.809,34,108,142,42,24,31,42,102,295
2002-2003,Elden Campbell\campbel01,C,34,SEA,15,0,184,16,48,0.333,0,0,,16,48,0.333,0.333,16,21,0.762,13,26,39,9,9,8,8,27,48
2002-2003,Brian Cardinal\cardibr01,PF,25,WAS,5,0,15,1,4,0.25,0,1,0,1,3,0.333,0.25,2,2,1,3,2,5,1,0,0,1,0,4
2002-2003,Anthony Carter\cartean01,PG,27,MIA,49,26,912,83,233,0.356,0,8,0,83,225,0.369,0.356,33,50,0.66,12,71,83,203,45,5,81,70,199
2002-2003,Vince Carter\cartevi01,SG,26,TOR,43,42,1471,355,760,0.467,45,131,0.344,310,629,0.493,0.497,129,160,0.806,59,129,188,143,48,41,74,121,884
2002-2003,Sam Cassell\cassesa01,PG,33,MIL,78,77,2700,546,1162,0.47,59,163,0.362,487,999,0.487,0.495,385,447,0.861,57,285,342,450,88,14,177,216,1536
2002-2003,Kelvin Cato\catoke01,C,28,HOU,73,5,1247,133,256,0.52,0,4,0,133,252,0.528,0.52,66,124,0.532,132,296,428,20,38,85,56,176,332
2002-2003,Tyson Chandler\chandty01,C,20,CHI,75,68,1827,257,484,0.531,0,0,,257,484,0.531,0.531,177,291,0.608,169,345,514,76,37,106,135,220,691
2002-2003,Calbert Cheaney\cheanca01,SG,31,UTA,81,74,2351,325,651,0.499,10,25,0.4,315,626,0.503,0.507,40,69,0.58,73,211,284,163,65,13,108,225,700
2002-2003,Chris Childs\childch01,PG,35,NJN,12,0,106,6,20,0.3,1,6,0.167,5,14,0.357,0.325,2,3,0.667,3,2,5,16,8,1,6,17,15
2002-2003,Doug Christie\chrisdo01,SG,32,SAC,80,80,2710,267,557,0.479,73,185,0.395,194,372,0.522,0.545,141,174,0.81,61,281,342,376,180,37,144,186,748
2002-2003,Keon Clark\clarkke01,C,27,SAC,80,11,1780,226,451,0.501,0,4,0,226,447,0.506,0.501,84,128,0.656,138,313,451,80,38,150,94,227,536
2002-2003,Speedy Claxton\claxtsp01,PG,24,SAS,30,0,471,67,145,0.462,0,11,0,67,134,0.5,0.462,39,57,0.684,22,34,56,75,22,7,35,43,173
2002-2003,Mateen Cleaves\cleavma01,PG,25,SAC,12,0,55,6,23,0.261,1,1,1,5,22,0.227,0.283,3,4,0.75,1,7,8,10,2,0,14,6,16
2002-2003,Derrick Coleman\colemde01,C,35,PHI,64,35,1742,223,498,0.448,22,67,0.328,201,431,0.466,0.47,134,171,0.784,151,299,450,87,53,69,96,171,602
2002-2003,Bimbo Coles\colesbi01,PG,34,TOT,35,11,691,56,168,0.333,7,32,0.219,49,136,0.36,0.354,35,42,0.833,11,48,59,72,17,4,28,60,154
2002-2003,Bimbo Coles\colesbi01,PG,34,CLE,21,11,516,34,119,0.286,7,25,0.28,27,94,0.287,0.315,27,34,0.794,10,38,48,56,11,4,18,43,102
2002-2003,Bimbo Coles\colesbi01,PG,34,BOS,14,0,175,22,49,0.449,0,7,0,22,42,0.524,0.449,8,8,1,1,10,11,16,6,0,10,17,52
2002-2003,Jason Collier\collija02,C,25,HOU,13,3,104,17,36,0.472,0,0,,17,36,0.472,0.472,2,2,1,12,17,29,1,2,1,2,10,36
2002-2003,Jarron Collins\collija03,C,24,UTA,22,7,421,38,86,0.442,0,1,0,38,85,0.447,0.442,44,62,0.71,32,28,60,14,5,6,19,70,120
2002-2003,Jason Collins\collija04,C,24,NJN,81,66,1900,140,338,0.414,0,4,0,140,334,0.419,0.414,180,236,0.763,136,232,368,87,47,44,85,252,460
2002-2003,Chris Crawford\crawfch01,PF,27,ATL,5,0,38,8,13,0.615,1,3,0.333,7,10,0.7,0.654,7,8,0.875,3,4,7,1,2,3,2,7,24
2002-2003,Jamal Crawford\crawfja01,PG,22,CHI,80,31,1992,334,808,0.413,86,242,0.355,248,566,0.438,0.467,104,129,0.806,21,164,185,334,77,25,134,126,858
2002-2003,Austin Croshere\croshau01,PF,27,IND,49,0,633,86,209,0.411,27,69,0.391,59,140,0.421,0.476,53,65,0.815,40,115,155,56,6,13,28,48,252
2002-2003,John Crotty\crottjo01,PG,33,DEN,12,0,180,14,41,0.341,4,13,0.308,10,28,0.357,0.39,9,15,0.6,1,14,15,29,3,0,9,16,41
2002-2003,Eddy Curry\curryed01,C,20,CHI,81,48,1571,335,573,0.585,0,0,,335,573,0.585,0.585,179,287,0.624,116,237,353,37,18,62,137,226,849
2002-2003,Michael Curry\currymi01,SF,34,DET,78,77,1555,92,229,0.402,16,54,0.296,76,175,0.434,0.437,36,45,0.8,16,111,127,104,44,4,43,163,236
2002-2003,Erick Dampier\dampier01,C,27,GSW,82,82,1978,259,522,0.496,0,2,0,259,520,0.498,0.496,155,222,0.698,248,295,543,58,27,154,112,242,673
2002-2003,Antonio Daniels\daniean01,SG,27,POR,67,2,872,84,186,0.452,18,59,0.305,66,127,0.52,0.5,65,76,0.855,11,61,72,85,33,9,32,43,251
2002-2003,Antonio Davis\davisan01,C,34,TOR,53,52,1894,261,641,0.407,0,0,,261,641,0.407,0.407,216,280,0.771,130,307,437,131,23,62,118,150,738
2002-2003,Baron Davis\davisba01,PG,23,NOH,50,47,1889,332,798,0.416,99,283,0.35,233,515,0.452,0.478,93,131,0.71,56,130,186,320,91,22,140,148,856
2002-2003,Dale Davis\davisda01,C,33,POR,78,78,2282,237,438,0.541,0,0,,237,438,0.541,0.541,105,166,0.633,233,331,564,94,51,70,71,189,579
2002-2003,Emanual Davis\davisem01,SG,34,ATL,24,1,340,32,88,0.364,7,29,0.241,25,59,0.424,0.403,17,22,0.773,5,38,43,36,12,2,25,28,88
2002-2003,Hubert Davis\davishu01,SG,32,DET,43,1,328,31,79,0.392,12,36,0.333,19,43,0.442,0.468,5,6,0.833,6,30,36,29,5,0,11,23,79
2002-2003,Ricky Davis\davisri01,SG,23,CLE,79,76,3131,602,1470,0.41,74,204,0.363,528,1266,0.417,0.435,348,465,0.748,97,293,390,436,125,36,277,180,1626
2002-2003,Andrew DeClercq\declean01,C,29,ORL,77,21,1327,149,279,0.534,0,0,,149,279,0.534,0.534,67,104,0.644,142,197,339,52,39,36,84,258,365
2002-2003,Tony Delk\delkto01,PG,29,BOS,67,39,1873,233,560,0.416,120,304,0.395,113,256,0.441,0.523,68,87,0.782,41,191,232,146,72,10,69,124,654
2002-2003,Dan Dickau\dickada01,PG,24,ATL,50,0,515,70,170,0.412,22,61,0.361,48,109,0.44,0.476,21,26,0.808,9,34,43,85,14,2,53,66,183
2002-2003,Michael Dickerson\dickemi01,SG,27,MEM,6,1,87,10,24,0.417,4,11,0.364,6,13,0.462,0.5,5,5,1,1,5,6,8,5,1,6,16,29
2002-2003,DeSagana Diop\diopde01,PF,21,CLE,80,1,943,54,154,0.351,0,0,,54,154,0.351,0.351,11,30,0.367,63,152,215,43,33,81,56,148,119
2002-2003,Vlade Divac\divacvl01,C,34,SAC,80,80,2384,305,655,0.466,6,25,0.24,299,630,0.475,0.47,179,251,0.713,157,417,574,274,83,105,152,239,795
2002-2003,Juan Dixon\dixonju01,PG,24,WAS,42,3,647,104,271,0.384,25,84,0.298,79,187,0.422,0.43,37,46,0.804,13,59,72,40,26,3,42,54,270
2002-2003,Michael Doleac\doleami01,C,25,NYK,75,0,1041,146,343,0.426,0,0,,146,343,0.426,0.426,36,46,0.783,65,154,219,42,16,16,49,150,328
2002-2003,Keyon Dooling\doolike01,SG,22,LAC,55,1,969,128,329,0.389,50,139,0.36,78,190,0.411,0.465,44,57,0.772,9,63,72,89,24,6,60,93,350
2002-2003,Bryce Drew\drewbr01,PG,28,NOH,13,0,79,8,27,0.296,3,7,0.429,5,20,0.25,0.352,0,0,,4,9,13,11,2,0,3,2,19
2002-2003,Predrag Drobnjak\drobnpr01,C,27,SEA,82,69,1984,325,789,0.412,30,85,0.353,295,704,0.419,0.431,91,115,0.791,111,209,320,86,48,38,65,180,771
2002-2003,Chris Dudley\dudlech02,C,37,POR,3,0,11,0,1,0,0,0,,0,1,0,0,0,0,,2,0,2,0,0,0,0,3,0
2002-2003,Tim Duncan\duncati01,PF,26,SAS,81,81,3181,714,1392,0.513,6,22,0.273,708,1370,0.517,0.515,450,634,0.71,259,784,1043,316,55,237,248,231,1884
2002-2003,Mike Dunleavy\dunlemi02,SF,22,GSW,82,3,1305,168,417,0.403,52,150,0.347,116,267,0.434,0.465,78,100,0.78,66,148,214,106,53,19,86,120,466
2002-2003,Howard Eisley\eisleho01,PG,30,NYK,82,76,2243,262,628,0.417,131,337,0.389,131,291,0.45,0.521,89,105,0.848,24,162,186,444,71,9,149,222,744
2002-2003,LaPhonso Ellis\ellisla01,PF,32,MIA,55,3,784,100,262,0.382,27,107,0.252,73,155,0.471,0.433,50,66,0.758,44,113,157,15,15,15,31,88,277
2002-2003,Melvin Ely\elyme01,C,24,LAC,52,7,802,92,186,0.495,0,0,,92,186,0.495,0.495,52,74,0.703,64,110,174,15,10,32,50,95,236
2002-2003,Evan Eschmeyer\eschmev01,C,27,DAL,17,3,135,7,19,0.368,0,0,,7,19,0.368,0.368,3,4,0.75,10,19,29,6,10,7,6,35,17
2002-2003,Reggie Evans\evansre01,PF,22,SEA,67,60,1365,66,140,0.471,0,0,,66,140,0.471,0.471,80,154,0.519,167,278,445,34,38,11,52,173,212
2002-2003,Danny Ferry\ferryda01,SF,36,SAS,64,1,601,44,124,0.355,21,60,0.35,23,64,0.359,0.44,10,13,0.769,20,55,75,21,7,9,27,55,119
2002-2003,Michael Finley\finlemi01,SF,29,DAL,69,69,2642,507,1193,0.425,119,322,0.37,388,871,0.445,0.475,198,230,0.861,107,295,402,205,76,21,114,105,1331
2002-2003,Derek Fisher\fishede01,PG,28,LAL,82,82,2829,339,775,0.437,85,212,0.401,254,563,0.451,0.492,100,125,0.8,40,199,239,298,93,15,94,195,863
2002-2003,Marcus Fizer\fizerma01,PF,24,CHI,38,0,809,178,383,0.465,1,6,0.167,177,377,0.469,0.466,88,134,0.657,80,136,216,48,14,17,57,89,445
2002-2003,Alton Ford\fordal02,PF,21,PHO,11,0,31,3,9,0.333,0,0,,3,9,0.333,0.333,1,3,0.333,0,6,6,1,0,0,2,7,7
2002-2003,Joseph Forte\fortejo01,SG,21,SEA,17,0,86,10,35,0.286,0,3,0,10,32,0.313,0.286,4,6,0.667,4,7,11,11,4,0,10,6,24
2002-2003,Danny Fortson\fortsda01,PF,26,GSW,17,0,223,20,54,0.37,0,1,0,20,53,0.377,0.37,19,29,0.655,28,45,73,12,9,0,15,43,59
2002-2003,Greg Foster\fostegr01,C,34,TOR,29,9,539,47,122,0.385,1,4,0.25,46,118,0.39,0.389,26,32,0.813,30,72,102,13,1,9,30,82,121
2002-2003,Jeff Foster\fosteje01,C,26,IND,77,2,802,64,178,0.36,0,2,0,64,176,0.364,0.36,34,63,0.54,118,161,279,51,28,21,34,103,162
2002-2003,Tremaine Fowlkes\fowlktr01,SF,26,LAC,37,10,573,56,128,0.438,2,9,0.222,54,119,0.454,0.445,50,59,0.847,41,62,103,23,25,2,20,63,164
2002-2003,Rick Fox\foxri01,SF,33,LAL,76,75,2181,262,621,0.422,105,280,0.375,157,341,0.46,0.506,52,69,0.754,64,259,323,253,69,14,121,215,681
2002-2003,Adonal Foyle\foylead01,C,27,GSW,82,0,1787,185,345,0.536,0,1,0,185,344,0.538,0.536,70,104,0.673,176,314,490,37,40,205,73,214,440
2002-2003,Steve Francis\francst01,PG,25,HOU,81,81,3318,571,1312,0.435,85,240,0.354,486,1072,0.453,0.468,476,595,0.8,159,340,499,502,141,41,299,251,1703
2002-2003,Lawrence Funderburke\fundela01,PF,32,SAC,27,0,229,32,72,0.444,0,0,,32,72,0.444,0.444,10,17,0.588,17,38,55,8,1,11,6,25,74
2002-2003,Dan Gadzuric\gadzuda01,C,24,MIL,49,30,760,70,145,0.483,0,1,0,70,144,0.486,0.483,29,56,0.518,66,131,197,9,22,52,27,125,169
2002-2003,Kevin Garnett\garneke01,PF,26,MIN,82,82,3321,743,1481,0.502,20,71,0.282,723,1410,0.513,0.508,377,502,0.751,244,858,1102,495,113,129,229,199,1883
2002-2003,Pat Garrity\garripa01,PF,26,ORL,81,53,2584,312,744,0.419,161,407,0.396,151,337,0.448,0.528,83,100,0.83,72,234,306,121,62,20,77,255,868
2002-2003,Pau Gasol\gasolpa01,PF,22,MEM,82,82,2948,569,1116,0.51,1,10,0.1,568,1106,0.514,0.51,416,565,0.736,192,528,720,229,34,148,213,220,1555
2002-2003,Devean George\georgde01,SF,25,LAL,71,7,1613,180,461,0.39,49,132,0.371,131,329,0.398,0.444,83,105,0.79,91,195,286,92,56,38,65,180,492
2002-2003,Kendall Gill\gillke01,SG,34,MIN,82,34,2068,286,677,0.422,19,59,0.322,267,618,0.432,0.436,123,161,0.764,51,197,248,156,78,15,108,176,714
2002-2003,Manu Ginobili\ginobma01,SG,25,SAS,69,5,1431,174,397,0.438,51,148,0.345,123,249,0.494,0.503,126,171,0.737,47,114,161,138,96,17,100,170,525
2002-2003,Gordan Giricek\giricgo01,SG-SF,25,TOT,76,62,2148,350,803,0.436,85,249,0.341,265,554,0.478,0.489,150,183,0.82,36,202,238,137,52,8,145,159,935
2002-2003,Gordan Giricek\giricgo01,SG,25,MEM,49,35,1187,207,478,0.433,46,130,0.354,161,348,0.463,0.481,88,107,0.822,18,90,108,70,22,6,94,104,548
2002-2003,Gordan Giricek\giricgo01,SF,25,ORL,27,27,961,143,325,0.44,39,119,0.328,104,206,0.505,0.5,62,76,0.816,18,112,130,67,30,2,51,55,387
2002-2003,Dion Glover\glovedi01,SG,24,ATL,76,42,1890,277,648,0.427,56,158,0.354,221,490,0.451,0.471,127,162,0.784,62,220,282,141,71,15,108,146,737
2002-2003,Anthony Goldwire\goldwan01,PG,31,TOT,15,0,85,9,25,0.36,3,9,0.333,6,16,0.375,0.42,4,7,0.571,0,6,6,4,3,0,6,6,25
2002-2003,Anthony Goldwire\goldwan01,PG,31,SAS,10,0,51,5,18,0.278,2,8,0.25,3,10,0.3,0.333,0,2,0,0,3,3,3,3,0,2,5,12
2002-2003,Anthony Goldwire\goldwan01,PG,31,WAS,5,0,34,4,7,0.571,1,1,1,3,6,0.5,0.643,4,5,0.8,0,3,3,1,0,0,4,1,13
2002-2003,Drew Gooden\goodedr01,SF-PF,21,TOT,70,47,1873,355,777,0.457,14,48,0.292,341,729,0.468,0.466,151,212,0.712,163,292,455,83,53,35,150,172,875
2002-2003,Drew Gooden\goodedr01,SF,21,MEM,51,29,1329,255,576,0.443,14,46,0.304,241,530,0.455,0.455,92,132,0.697,105,190,295,63,38,22,105,121,616
2002-2003,Drew Gooden\goodedr01,PF,21,ORL,19,18,544,100,201,0.498,0,2,0,100,199,0.503,0.498,59,80,0.738,58,102,160,20,15,13,45,51,259
2002-2003,Brian Grant\grantbr01,C,30,MIA,82,82,2641,344,676,0.509,0,0,,344,676,0.509,0.509,158,205,0.771,241,596,837,104,63,47,129,300,846
2002-2003,Horace Grant\grantho01,PF,37,ORL,5,1,85,13,25,0.52,0,0,,13,25,0.52,0.52,0,0,,2,6,8,7,3,0,1,5,26
2002-2003,Adrian Griffin\griffad01,SG,28,DAL,74,48,1373,146,337,0.433,6,24,0.25,140,313,0.447,0.442,27,32,0.844,88,176,264,105,77,6,47,157,325
2002-2003,Eddie Griffin\griffed01,PF,20,HOU,77,66,1890,271,678,0.4,64,192,0.333,207,486,0.426,0.447,58,94,0.617,138,323,461,86,52,111,76,136,664
2002-2003,Tom Gugliotta\guglito01,PF,33,PHO,27,11,447,60,132,0.455,0,1,0,60,131,0.458,0.455,9,9,1,25,75,100,31,14,5,31,35,129
2002-2003,A.J. Guyton\guytoaj01,PG,24,GSW,2,0,9,0,4,0,0,1,0,0,3,0,0,0,0,,0,0,0,2,1,0,1,0,0
2002-2003,Marcus Haislip\haislma01,PF,22,MIL,39,8,441,66,153,0.431,3,12,0.25,63,141,0.447,0.441,26,38,0.684,21,32,53,9,7,18,21,55,161
2002-2003,Darvin Ham\hamda01,SG,29,ATL,75,1,926,71,159,0.447,0,3,0,71,156,0.455,0.447,38,79,0.481,73,80,153,38,16,19,65,127,180
2002-2003,Richard Hamilton\hamilri01,SG,24,DET,82,82,2640,570,1286,0.443,32,119,0.269,538,1167,0.461,0.456,440,528,0.833,88,230,318,208,64,13,200,249,1612
2002-2003,Zendon Hamilton\hamilze01,C,27,TOR,3,0,12,2,5,0.4,0,0,,2,5,0.4,0.4,2,2,1,1,3,4,0,1,0,1,2,6
2002-2003,Anfernee Hardaway\hardaan01,SG,31,PHO,58,51,1777,256,573,0.447,26,73,0.356,230,500,0.46,0.469,77,97,0.794,66,192,258,235,66,26,145,150,615
2002-2003,Tim Hardaway\hardati01,PG,36,IND,10,0,127,18,49,0.367,11,31,0.355,7,18,0.389,0.48,2,4,0.5,1,14,15,24,9,0,11,8,49
2002-2003,Matt Harpring\harprma01,SF,26,UTA,78,69,2557,521,1020,0.511,66,160,0.413,455,860,0.529,0.543,262,331,0.792,190,324,514,133,73,17,160,217,1370
2002-2003,Adam Harrington\harriad01,SG,22,TOT,19,0,111,11,37,0.297,5,14,0.357,6,23,0.261,0.365,3,4,0.75,1,7,8,12,2,1,2,8,30
2002-2003,Adam Harrington\harriad01,SG,22,DAL,13,0,37,4,17,0.235,1,3,0.333,3,14,0.214,0.265,2,2,1,0,2,2,2,1,1,2,2,11
2002-2003,Adam Harrington\harriad01,SG,22,DEN,6,0,74,7,20,0.35,4,11,0.364,3,9,0.333,0.45,1,2,0.5,1,5,6,10,1,0,0,6,19
2002-2003,Al Harrington\harrial01,SF,22,IND,82,37,2467,389,896,0.434,13,46,0.283,376,850,0.442,0.441,211,274,0.77,159,352,511,125,71,33,163,280,1002
2002-2003,Junior Harrington\harriju01,PG,22,DEN,82,51,2003,169,467,0.362,7,28,0.25,162,439,0.369,0.369,73,112,0.652,44,206,250,277,80,15,157,250,418
2002-2003,Othella Harrington\harriot01,PF,29,NYK,74,64,1850,225,443,0.508,0,0,,225,443,0.508,0.508,123,150,0.82,165,311,476,62,12,23,90,231,573
2002-2003,Lucious Harris\harrilu01,SG,32,NJN,77,25,1973,298,721,0.413,47,136,0.346,251,585,0.429,0.446,152,189,0.804,63,169,232,155,53,8,71,95,795
2002-2003,Antonio Harvey\harvean01,PF,32,ATL,4,0,32,2,5,0.4,0,0,,2,5,0.4,0.4,0,0,,1,5,6,0,1,4,3,7,4
2002-2003,Donnell Harvey\harvedo01,SF,22,DEN,77,27,1613,246,551,0.446,1,7,0.143,245,544,0.45,0.447,118,176,0.67,125,284,409,100,48,27,123,203,611
2002-2003,Trenton Hassell\hassetr01,SG,23,CHI,82,53,1999,144,392,0.367,13,40,0.325,131,352,0.372,0.384,41,55,0.745,37,218,255,151,45,61,83,197,342
2002-2003,Kirk Haston\hastoki01,SF,23,NOH,12,0,57,2,17,0.118,0,3,0,2,14,0.143,0.118,2,4,0.5,0,7,7,3,0,5,7,10,6
2002-2003,Juaquin Hawkins\hawkiju01,SG,29,HOU,58,10,685,57,148,0.385,10,24,0.417,47,124,0.379,0.419,10,20,0.5,16,62,78,47,29,6,29,57,134
2002-2003,Brendan Haywood\haywobr01,C,23,WAS,81,69,1930,173,339,0.51,0,0,,173,339,0.51,0.51,155,245,0.633,192,212,404,29,32,119,65,225,501
2002-2003,Alan Henderson\hendeal01,C,30,ATL,82,3,1494,153,327,0.468,0,2,0,153,325,0.471,0.468,88,138,0.638,156,242,398,41,33,32,61,168,394
2002-2003,Nene Hilario\hilarne01,C,20,DEN,80,53,2258,321,619,0.519,0,3,0,321,616,0.521,0.519,197,341,0.578,208,283,491,149,127,65,181,295,839
2002-2003,Grant Hill\hillgr01,SF,30,ORL,29,29,843,151,307,0.492,1,4,0.25,150,303,0.495,0.493,118,144,0.819,40,166,206,122,28,13,84,46,421
2002-2003,Tyrone Hill\hillty01,PF,34,TOT,56,43,1351,129,306,0.422,0,0,,129,306,0.422,0.422,54,80,0.675,126,265,391,41,46,26,68,172,312
2002-2003,Tyrone Hill\hillty01,PF,34,CLE,32,25,855,85,197,0.431,0,0,,85,197,0.431,0.431,33,45,0.733,70,197,267,32,31,19,52,104,203
2002-2003,Tyrone Hill\hillty01,PF,34,PHI,24,18,496,44,109,0.404,0,0,,44,109,0.404,0.404,21,35,0.6,56,68,124,9,15,7,16,68,109
2002-2003,Fred Hoiberg\hoibefr01,SG,30,CHI,63,0,784,49,126,0.389,5,21,0.238,44,105,0.419,0.409,41,50,0.82,11,126,137,70,40,5,25,59,144
2002-2003,Robert Horry\horryro01,PF,32,LAL,80,26,2343,184,476,0.387,51,177,0.288,133,299,0.445,0.44,103,134,0.769,181,333,514,233,96,61,112,247,522
2002-2003,Eddie House\houseed01,SG,24,MIA,55,7,1025,172,444,0.387,36,120,0.3,136,324,0.42,0.428,31,36,0.861,17,84,101,87,44,1,46,73,411
2002-2003,Allan Houston\houstal01,SG,31,NYK,82,82,3108,652,1465,0.445,178,450,0.396,474,1015,0.467,0.506,363,395,0.919,26,205,231,220,54,7,178,191,1845
2002-2003,Juwan Howard\howarju01,PF,29,DEN,77,77,2730,567,1261,0.45,2,4,0.5,565,1257,0.449,0.45,282,351,0.803,181,404,585,234,77,27,189,239,1418
2002-2003,Troy Hudson\hudsotr01,PG,26,MIN,79,74,2600,409,956,0.428,97,266,0.365,312,690,0.452,0.479,208,231,0.9,42,141,183,452,60,7,182,160,1123
2002-2003,Nate Huffman\huffmna01,C,27,TOR,7,0,76,9,25,0.36,0,0,,9,25,0.36,0.36,5,8,0.625,9,14,23,5,1,3,3,13,23
2002-2003,Larry Hughes\hughela01,PG,24,WAS,67,56,2137,346,741,0.467,29,79,0.367,317,662,0.479,0.487,136,186,0.731,67,241,308,205,86,24,136,149,857
2002-2003,Ryan Humphrey\humphry01,PF,23,TOT,48,1,444,35,120,0.292,0,0,,35,120,0.292,0.292,23,39,0.59,34,65,99,11,9,18,23,75,93
2002-2003,Ryan Humphrey\humphry01,PF,23,ORL,35,1,322,23,85,0.271,0,0,,23,85,0.271,0.271,18,28,0.643,30,39,69,7,4,16,21,57,64
2002-2003,Ryan Humphrey\humphry01,PF,23,MEM,13,0,122,12,35,0.343,0,0,,12,35,0.343,0.343,5,11,0.455,4,26,30,4,5,2,2,18,29
2002-2003,Lindsey Hunter\hunteli01,PG,32,TOR,29,0,673,106,302,0.351,34,107,0.318,72,195,0.369,0.407,34,47,0.723,15,44,59,71,35,5,57,50,280
2002-2003,Steven Hunter\huntest01,C,21,ORL,33,5,447,56,103,0.544,0,0,,56,103,0.544,0.544,18,44,0.409,38,55,93,6,9,36,15,56,130
